1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43
-3.05E-02	-0.9155273	-0.4577636	0.4577636	0.1220703	-1.190185	9.16E-02	0.2746582	-1.037598	1.312256	-1.434326	0.7324218	0.3662109	0.213623	-9.16E-02	0.793457	1.770019	-6.10E-02	0.1525879	-0.3051758	-1.556396	0.8544921	9.16E-02	-2.319336	0.6103515	0.4577636	0.2441406	-0.3356933	0.2746582	0.5187988	1.068115	9.16E-02	-0.4272461	-6.10E-02	-0.3051758	0	-6.10E-02	-1.068115	6.10E-02	-0.3356933	-0.1220703	-0.9155273	0.8544921
3.05E-02	-0.5187988	-0.5798339	0.6408691	-0.1220703	-1.190185	-0.3356933	0.4882812	-0.5798339	1.281738	-1.464844	0.5798339	1.00708	0.1831055	0.3967285	0.6103515	1.251221	-0.3356933	0.213623	-0.6408691	-1.251221	0.7019042	0.4577636	-0.3356933	0.3662109	0.5493163	9.16E-02	-0.3967285	-3.05E-02	0.3356933	1.281738	-0.2746582	-0.3967285	-0.1220703	-0.2441406	3.05E-02	-0.1525879	-0.6103515	-3.05E-02	0	0.3051758	-0.7019042	0.5798339
3.05E-02	-0.793457	0.8239745	0.4577636	0.1220703	-0.7629394	-0.793457	0	-1.098633	1.373291	-0.6408691	6.10E-02	0.6713867	-0.1525879	0.9460449	0.3662109	1.037598	-0.4577636	0	-0.1525879	-0.6408691	0.3662109	0.7019042	-3.05E-02	0.2746582	1.12915	0.3356933	-0.8239745	-0.1525879	9.16E-02	1.159668	-0.3051758	-0.6713867	0.1525879	-0.1525879	-0.3051758	-9.16E-02	-0.8239745	-0.2441406	0.3662109	0.6103515	-0.7324218	0.2441406
0	-1.495361	-1.373291	0.3662109	0.4272461	-0.6408691	-0.5493163	0.3051758	-0.8850097	1.037598	-0.213623	0.1220703	-0.213623	-0.2441406	0.8544921	0.5187988	0.9155273	-0.1525879	9.16E-02	0.1525879	-0.6408691	-6.10E-02	0.9460449	-6.10E-02	0.4882812	1.190185	0.7629394	-0.9460449	-6.10E-02	-0.2746582	1.281738	-0.4882812	-3.05E-02	0.1525879	-0.3356933	-0.5798339	0.3051758	-0.7324218	-0.5493163	0	0.5187988	-0.3967285	0.213623
0	-0.3967285	-1.647949	0.2441406	0.8850097	-0.5798339	-0.8544921	0.8239745	-1.312256	0.6408691	0.1525879	0.2441406	0.1831055	-9.16E-02	0.5493163	0.3662109	0.9765624	0	-3.05E-02	0.4577636	-0.6408691	-0.3356933	0.793457	9.16E-02	0.213623	0.7629394	0.9460449	-0.6713867	0.1220703	-0.2746582	0.8239745	-0.4272461	-0.2746582	-0.1220703	0	-0.6103515	6.10E-02	-0.3051758	-0.1220703	-0.1831055	0.2746582	-0.7324218	-0.213623
-3.05E-02	-0.4577636	-1.861572	0.2441406	0.8850097	-0.5493163	-1.068115	0.6408691	-0.1831055	-0.213623	0.1525879	0.2746582	0.8239745	1.861572	0.1831055	-0.3662109	0.6713867	0.4272461	-9.16E-02	-0.2441406	-0.8850097	-0.3051758	0.6408691	0.213623	0.213623	0.4882812	1.464844	-0.4272461	0.1831055	-0.2746582	3.05E-02	0	-0.5798339	-0.3662109	0	-0.7019042	6.10E-02	-0.5187988	-0.5798339	-0.2441406	0.1525879	-0.1831055	-0.2746582
0	-0.5798339	-2.01416	-0.3051758	0.9460449	-0.4577636	-0.6713867	0.3356933	-6.10E-02	-0.4882812	0.9460449	0.4272461	-0.3356933	1.434326	0.3662109	-0.3662109	0.4577636	0.1220703	0.1220703	-6.10E-02	-0.2746582	0.1831055	0.6713867	0.1831055	0.1831055	0.2441406	1.098633	-6.10E-02	0.5187988	-0.1831055	-1.098633	-0.4882812	-0.9155273	-0.3967285	0	-0.4272461	-0.1220703	-0.7324218	1.770019	-0.3356933	0.3051758	9.16E-02	-0.2746582
-0.1831055	-0.9765624	-1.708984	-0.6408691	0.6713867	-3.05E-02	3.05E-02	0.4272461	-0.5798339	-1.342773	0.9460449	0.6713867	-0.8544921	0.5493163	0.3356933	-6.10E-02	0.2746582	-3.05E-02	-0.9155273	-0.2746582	-0.3662109	-0.1831055	0.7629394	-0.5798339	-9.16E-02	-0.213623	0.9765624	-0.1220703	0.5493163	-0.3051758	-0.7629394	-0.3356933	-0.8239745	-0.3356933	-0.793457	-0.3356933	-0.1525879	-0.793457	0.6103515	-0.6713867	0	-0.793457	0.6408691
-0.1831055	-0.793457	-1.373291	-0.5798339	0.7019042	0.1220703	-0.2441406	0.6408691	-0.6713867	-1.739502	0.4272461	1.220703	-0.8239745	-1.12915	6.10E-02	0.1220703	0.3356933	-0.4577636	-1.403808	-3.05E-02	-0.6408691	-0.2746582	0.8850097	0.6103515	-0.2441406	-0.4272461	0.7629394	0.2441406	0.3356933	-0.4272461	0.4272461	-0.3356933	-2.044677	-9.16E-02	-0.4272461	3.05E-02	-0.3051758	-0.4882812	0.213623	0	6.10E-02	-0.6408691	0.4577636
-0.2746582	-1.556396	-0.7019042	-0.5187988	1.251221	-0.4882812	-0.6103515	0.1525879	-1.12915	-1.342773	-0.2746582	1.220703	-1.098633	-1.434326	-0.4272461	0.1831055	0.3356933	-0.4272461	-1.403808	0.2746582	-0.1831055	6.10E-02	1.098633	-0.3967285	-3.05E-02	-0.7629394	0.3967285	0.2441406	9.16E-02	-0.3356933	0.7019042	-0.5798339	-1.159668	-6.10E-02	-0.5187988	-3.05E-02	-0.2746582	3.05E-02	-0.2746582	0.3051758	-0.1220703	-0.5798339	-0.7629394
-0.213623	-1.190185	-0.6408691	-0.2441406	1.495361	-0.6408691	-1.220703	-0.213623	-0.9460449	-0.7324218	0.3662109	0.4882812	-0.3662109	-0.9155273	-0.5798339	0.1525879	0.3967285	-0.4272461	-1.098633	-9.16E-02	-0.1831055	0.1525879	0.5493163	-0.1525879	-9.16E-02	-0.4882812	0.6713867	-0.213623	0	-0.4882812	1.00708	-0.4272461	0.5187988	-0.5493163	-0.1525879	-9.16E-02	-0.4272461	-6.10E-02	-0.5493163	0.213623	-0.213623	-1.00708	-1.068115
-0.2441406	-1.159668	-0.9765624	-3.05E-02	0.793457	-0.5187988	-1.831055	-3.05E-02	-0.7629394	-0.8239745	0.6713867	0.5187988	0.213623	-0.7324218	-0.3967285	3.05E-02	0.5187988	-0.5187988	-0.5187988	-0.1831055	-0.213623	0.4882812	0.2746582	0.3051758	-0.1220703	-0.3356933	0.9765624	3.05E-02	-0.1831055	-0.6408691	-6.10E-02	-0.3967285	-0.5798339	-0.2746582	-0.1220703	-0.2441406	-0.7019042	-3.05E-02	-0.5798339	-0.2746582	-9.16E-02	-0.5493163	-0.6713867
-0.2746582	-0.9460449	-0.7019042	-0.1220703	0.9765624	-0.6408691	-2.288818	0.3356933	-0.7019042	-0.9460449	-0.1525879	0.213623	-0.2441406	-0.5187988	-0.3662109	-9.16E-02	1.434326	-0.3967285	-0.2746582	-0.6408691	-0.5798339	0.793457	-6.10E-02	1.00708	-0.6103515	-0.9765624	0.8239745	0	-0.1525879	-0.1220703	-0.3356933	-0.2746582	-0.9155273	-9.16E-02	-0.5493163	-0.4272461	-0.5798339	0.1831055	3.05E-02	-0.793457	-0.1831055	-1.190185	-0.213623
-0.213623	-0.7324218	-6.10E-02	0.3356933	0.6713867	-0.4882812	-2.166748	1.037598	-0.8239745	-1.464844	0.213623	0.2746582	-0.4882812	-0.9765624	-0.4577636	9.16E-02	0.8544921	-0.1220703	0.2441406	-0.6103515	-0.4577636	0.3967285	-0.2746582	0.9765624	-0.5187988	-1.068115	0.3051758	0.1525879	-9.16E-02	-0.1525879	-0.2746582	0.2441406	-0.4882812	-3.05E-02	-3.05E-02	-0.3662109	-0.5187988	0.1831055	-0.1525879	-0.3662109	9.16E-02	-2.01416	-0.2746582
3.05E-02	-0.6408691	-0.1831055	0.6713867	0.5798339	-0.8544921	-0.4577636	0.7629394	-0.1831055	-2.105713	-0.3967285	0.3662109	0.4882812	-0.8544921	0.1220703	0.3662109	-0.3662109	-6.10E-02	0.3967285	-0.2441406	0.6713867	1.098633	6.10E-02	0.5493163	-0.4577636	-0.3051758	0.3662109	-9.16E-02	-0.213623	0.5493163	-0.2746582	2.13623	-0.4577636	0.3967285	0.4577636	-0.1831055	-0.8544921	1.586914	9.16E-02	0	0	-1.403808	-0.1220703
-3.05E-02	-1.159668	-9.16E-02	0.6408691	0.1220703	-0.4272461	0.2746582	0.6408691	0.3051758	-2.716064	1.12915	0.3967285	0.7324218	-0.8850097	-0.1831055	0.9460449	-0.4577636	0.213623	0.2441406	-0.4272461	1.098633	0.7019042	0.4272461	0.6103515	-0.3051758	-0.4272461	0.3356933	-0.1220703	-0.7019042	0.1831055	-0.5187988	0.3662109	-0.5493163	0.6713867	0.3051758	-0.2746582	6.10E-02	0.2441406	-0.2746582	-0.3356933	-0.5493163	-1.617432	0.3967285
0	-1.190185	-6.10E-02	1.220703	0.1220703	-3.05E-02	0.4882812	0.8544921	0.5187988	-2.89917	1.373291	6.10E-02	0.7324218	-1.068115	-0.213623	3.05E-02	0.1220703	0.5493163	3.05E-02	1.251221	0.9460449	0.1220703	0.4882812	0.793457	-0.4272461	-0.2746582	0	-0.4882812	-0.9460449	0.213623	-0.6408691	-0.213623	-0.4882812	0.5798339	0.1220703	-0.7019042	1.525879	-0.4272461	-0.213623	-0.3051758	-0.5187988	-1.983642	0.3967285
-6.10E-02	-2.258301	0.3662109	1.220703	-0.5493163	-9.16E-02	0.7324218	0.7324218	3.05E-02	-2.746582	1.495361	0.213623	0.6408691	-1.00708	-0.2746582	-0.6103515	0.213623	0.4272461	-0.213623	0.9460449	0.4577636	0.1220703	0.1525879	0.6713867	-9.16E-02	0.5187988	-0.1525879	0.1831055	-0.2441406	0.1220703	-0.4272461	-0.4882812	-9.16E-02	0.4577636	-0.3356933	-0.1525879	0.7019042	-0.5493163	-0.1525879	-3.05E-02	-0.2441406	-2.593994	0.3051758
-0.1220703	-2.655029	0.3051758	1.037598	-0.3967285	-0.2441406	0.2441406	0.3662109	-0.1525879	-2.319336	2.01416	0.3662109	0.3967285	-1.037598	0.2746582	0.3051758	0.1525879	0.4577636	-1.403808	-0.213623	0.9765624	0.2441406	-0.3967285	0.1525879	-0.8850097	0.5187988	0.2441406	0.3662109	0.3051758	-6.10E-02	-0.4577636	-0.6103515	-9.16E-02	9.16E-02	-0.2441406	9.16E-02	-6.10E-02	-0.6103515	0	0.2746582	-3.05E-02	-2.746582	0.1831055
-0.1831055	-3.265381	0.7019042	0.7019042	-0.4577636	-0.2746582	-0.5187988	-0.3662109	-0.2746582	-2.044677	1.739502	0.4272461	0.3051758	-0.3967285	0.3967285	-1.312256	0.3967285	-0.3967285	-2.01416	-0.7324218	1.037598	-0.7629394	0.6103515	-3.05E-02	-0.2441406	0.7629394	0.2441406	0.3356933	0.4882812	-9.16E-02	-0.7324218	-0.3967285	-0.2746582	9.16E-02	-0.1831055	-9.16E-02	-0.6103515	-0.4882812	0.4882812	0.3051758	0.3356933	-2.044677	0.5187988
-0.1525879	-2.868652	0.9155273	0.3356933	0.6713867	0.213623	-1.312256	-0.3662109	-0.6103515	-1.739502	1.098633	0.4272461	0.4577636	-0.7324218	0.3967285	-2.13623	0.9460449	-0.6408691	-1.831055	-0.3356933	0.9460449	-1.708984	1.098633	-6.10E-02	0.1220703	0.5187988	0.3662109	-6.10E-02	0.6103515	0.213623	-0.793457	-0.5798339	6.10E-02	0.1220703	3.05E-02	0.1831055	-0.4882812	-0.3967285	0.8850097	0.3051758	0.3051758	-1.800537	0.5798339
-0.1220703	-2.502441	0.3662109	0.1831055	1.037598	0.2441406	0.1831055	-0.213623	-0.6713867	-0.9460449	1.159668	0.1525879	-3.05E-02	-0.8544921	-0.9765624	-2.075195	1.12915	-0.6103515	-1.251221	0	0.9155273	-0.9155273	0.9460449	-0.2746582	-0.1831055	0.2441406	-0.1525879	0.1525879	3.05E-02	0.6408691	-1.251221	-0.3356933	0.7629394	-0.2746582	0	-6.10E-02	-0.3662109	-0.4272461	0.7019042	0.5187988	0.213623	-1.373291	0.4882812
-0.1220703	-1.770019	0.1220703	0	1.739502	-0.1220703	0.6713867	-9.16E-02	-0.7019042	-0.1831055	0.7324218	-0.1831055	-6.10E-02	-0.4272461	-0.5493163	-1.861572	1.373291	-0.5798339	-1.190185	-0.213623	0.7324218	-0.9460449	0.7629394	-0.5493163	-0.2441406	-3.05E-02	0.213623	-3.05E-02	0	0.4272461	-1.708984	0	0.4577636	0.1220703	0.2746582	0.1220703	-0.8850097	-0.4577636	-9.16E-02	0.8544921	-0.5187988	-1.098633	0.1831055
-9.16E-02	-1.159668	-0.3967285	-0.3967285	1.495361	-9.16E-02	1.159668	6.10E-02	-0.5493163	-0.7019042	0.6408691	9.16E-02	-0.1220703	0.2441406	6.10E-02	-1.708984	1.403808	-1.617432	-1.068115	-0.5493163	1.251221	-1.037598	0.7324218	-0.2746582	0.3051758	-0.4272461	0.1220703	-0.2746582	-0.1525879	-9.16E-02	-1.342773	-0.7019042	-0.1220703	0.5493163	0.213623	0.213623	-9.16E-02	-0.5493163	-0.5493163	2.075195	6.10E-02	-0.8850097	0.213623
0	-0.6408691	-0.7629394	-1.068115	1.251221	3.05E-02	0.3662109	0.2746582	-0.4272461	6.10E-02	0.3051758	0.1220703	-3.05E-02	0.3662109	-0.1525879	-1.403808	1.586914	0.3356933	-1.586914	-0.4882812	1.098633	-0.8239745	0.7324218	-0.3967285	2.044677	-1.89209	0.3051758	-3.05E-02	6.10E-02	-0.3967285	-0.4882812	-1.068115	-0.3662109	0.3356933	-0.4882812	0.5187988	9.16E-02	-0.1831055	-0.213623	0.7324218	0.213623	1.159668	0.2746582
-6.10E-02	1.800537	-1.708984	-0.8544921	1.434326	-6.10E-02	-0.2746582	0.2441406	3.05E-02	0.5798339	3.05E-02	0.5187988	9.16E-02	0.2441406	-0.2746582	-1.190185	1.373291	-0.213623	-1.708984	-0.3356933	0.5187988	-0.9765624	0.4882812	-0.1525879	-0.3967285	-2.624511	0.3662109	-0.2441406	0.1220703	-0.6103515	0	-1.708984	-0.1220703	0.1220703	-0.3967285	1.098633	0.1220703	-0.3051758	-0.6408691	0.5187988	1.983642	0.3051758	0
-9.16E-02	0.793457	-2.075195	-0.5798339	1.800537	-0.3967285	-0.3356933	-0.2441406	0.1525879	1.098633	-0.213623	-0.3662109	-0.4272461	0	-0.5493163	-0.9155273	0.793457	0.1525879	-1.037598	-0.1220703	0.5493163	-0.6408691	0.2441406	-0.5798339	-1.251221	-1.586914	3.05E-02	-0.2746582	0.4272461	-0.2441406	6.10E-02	-1.312256	6.10E-02	-0.3051758	0.1525879	0.9765624	-0.1831055	-9.16E-02	3.05E-02	0	2.319336	-0.3051758	0.1525879
-0.1220703	1.12915	-1.89209	-0.2441406	1.434326	-0.213623	-0.1525879	-0.4272461	0.3051758	1.251221	-0.2441406	-0.2746582	-0.1525879	0.1831055	-0.4882812	-0.8544921	0.4882812	-6.10E-02	-1.00708	9.16E-02	0.3662109	-0.3662109	0.6713867	-0.213623	-1.708984	-0.8239745	0	-3.05E-02	0.8239745	-0.2746582	-0.5493163	-1.373291	-0.3051758	-0.7629394	0.4577636	0.4882812	-3.05E-02	3.05E-02	0.2746582	-0.3356933	0.5493163	-1.190185	0.2746582
-6.10E-02	0.9765624	-1.312256	-0.5798339	1.464844	-6.10E-02	-6.10E-02	0.6713867	0.8239745	0.793457	-0.1220703	-0.2441406	6.10E-02	-0.7324218	-0.1220703	-0.8850097	0.8239745	-9.16E-02	-0.9460449	0.213623	3.05E-02	-0.5798339	0.9155273	-0.3051758	-1.342773	-0.4882812	0.6408691	0.2441406	0.8850097	-0.2746582	-0.5798339	-1.373291	-0.4272461	-1.037598	0.5798339	0.2746582	9.16E-02	0	0.2441406	-0.8239745	-6.10E-02	-0.8239745	0.3967285
-9.16E-02	0.4882812	-1.098633	-0.5493163	0.7019042	0.4577636	-0.6713867	1.098633	0.9155273	0.7629394	-0.1831055	-0.6713867	-1.190185	-0.2441406	-0.1220703	-1.251221	0.3662109	0.3356933	-0.9765624	0.1831055	0	3.05E-02	9.16E-02	0.213623	-1.342773	6.10E-02	-6.10E-02	0.3662109	1.647949	-0.4577636	-0.1525879	-0.6713867	-0.3662109	-1.068115	0.2746582	6.10E-02	-0.1525879	-0.1525879	0.4577636	-0.7629394	-9.16E-02	-0.3662109	-0.1525879
